profile_id,full_name,academic_title,first_name,last_name,position,profile_url,image_url,affiliations
UAM12847,prof. dr hab. Wojciech Buszkowski,prof. dr hab.,Wojciech,Buszkowski,profesor Senior,https://researchportal.amu.edu.pl/info/author/UAM12847?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BWojciech%2BBuszkowski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM26963,dr Wiesław Kurc,dr,Wiesław,Kurc,st. wykładowca,https://researchportal.amu.edu.pl/info/author/UAM26963?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BWies%25C5%2582aw%2BKurc%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
D448311-DD-Mat,dr Andrzej Kokosza,dr,Andrzej,Kokosza,,https://researchportal.amu.edu.pl/info/author/D448311-DD-Mat?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAndrzej%2BKokosza%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM99822,dr Piotr Majcher,dr,Piotr,Majcher,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM99822?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPiotr%2BMajcher%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
D372001-DD-Mat,Joanna Kończak,,Kończak,,,https://researchportal.amu.edu.pl/info/author/D372001-DD-Mat?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJoanna%2BKo%25C5%2584czak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
D433412-DD-Mat,dr inż. Piotr Mizerka,dr inż.,Piotr,Mizerka,adiunkt,https://researchportal.amu.edu.pl/info/author/D433412-DD-Mat?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPiotr%2BMizerka%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
D433630-DD-Mat,Paweł Piasecki,,Piasecki,,,https://researchportal.amu.edu.pl/info/author/D433630-DD-Mat?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPawe%25C5%2582%2BPiasecki%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM106647,dr Hubert Przybycień,dr,Hubert,Przybycień,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM106647?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BHubert%2BPrzybycie%25C5%2584%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM11189,prof. UAM dr hab. Kazimierz Wiertelak,prof. UAM dr hab.,Kazimierz,Wiertelak,profesor Senior,https://researchportal.amu.edu.pl/info/author/UAM11189?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BKazimierz%2BWiertelak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM156079,dr Izabela Janicka-Lipska,dr,Izabela,Janicka-Lipska,st. wykładowca,https://researchportal.amu.edu.pl/info/author/UAM156079?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BIzabela%2BJanicka-Lipska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM190936,dr Piotr Rzonsowski,dr,Piotr,Rzonsowski,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM190936?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPiotr%2BRzonsowski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM200167,dr Marcin Junczys-Dowmunt,dr,Marcin,Junczys-Dowmunt,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM200167?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMarcin%2BJunczys-Dowmunt%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM206f981f3b9d4727bad9ad900a92dca1,mgr Robert Marcin Bendun,mgr,Robert Marcin,Bendun,asystent,https://researchportal.amu.edu.pl/info/author/UAM206f981f3b9d4727bad9ad900a92dca1?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BRobert%2BMarcin%2BBendun%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM21531,prof. dr hab. Roman Murawski,prof. dr hab.,Roman,Murawski,profesor,https://researchportal.amu.edu.pl/info/author/UAM21531?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BRoman%2BMurawski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM215372,mgr Tomasz Dwojak,mgr,Tomasz,Dwojak,ekspert systemów uczących się,https://researchportal.amu.edu.pl/info/author/UAM215372?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BTomasz%2BDwojak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM218986,dr José Gabriel Carrasquel Vera,dr,José Gabriel,Carrasquel Vera,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM218986?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJos%25C3%25A9%2BGabriel%2BCarrasquel%2BVera%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM219118,dr Janusz Przewocki,dr,Janusz,Przewocki,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM219118?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJanusz%2BPrzewocki%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM219217,Maciej Piotr Wilczyński,,Wilczyński,,administrator sieci i systemów komputer.,https://researchportal.amu.edu.pl/info/author/UAM219217?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMaciej%2BPiotr%2BWilczy%25C5%2584ski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM221486,dr Jakub Pokrywka,dr,Jakub,Pokrywka,ekspert rozpoznawania mowy,https://researchportal.amu.edu.pl/info/author/UAM221486?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJakub%2BPokrywka%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM230543,dr Paweł Duch,dr,Paweł,Duch,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM230543?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPawe%25C5%2582%2BDuch%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM26925,prof. dr hab. Paulina Pych-Taberska,prof. dr hab.,Paulina,Pych-Taberska,profesor Senior,https://researchportal.amu.edu.pl/info/author/UAM26925?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPaulina%2BPych-Taberska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM27157,prof. UAM dr hab. Stanisław Stoiński,prof. UAM dr hab.,Stanisław,Stoiński,profesor nadzwyczajny ze st. naukowym,https://researchportal.amu.edu.pl/info/author/UAM27157?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BStanis%25C5%2582aw%2BStoi%25C5%2584ski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM27331,prof. dr hab. Mirosław Krzyśko,prof. dr hab.,Mirosław,Krzyśko,profesor Senior,https://researchportal.amu.edu.pl/info/author/UAM27331?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMiros%25C5%2582aw%2BKrzy%25C5%259Bko%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM2983,prof. zw. dr hab. Ryszard Stefan Doman,prof. zw. dr hab.,Ryszard Stefan,Doman,profesor zwyczajny,https://researchportal.amu.edu.pl/info/author/UAM2983?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BRyszard%2BStefan%2BDoman%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM4620,prof. UAM dr hab. Magdalena Jaroszewska,prof. UAM dr hab.,Magdalena,Jaroszewska,profesor Senior,https://researchportal.amu.edu.pl/info/author/UAM4620?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMagdalena%2BJaroszewska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM54410,Andrzej Kurek,,Kurek,,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM54410?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAndrzej%2BKurek%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM6803cdca830e496c8419db30d410ebf5,Jacek Kałużny,,Kałużny,,st. wykładowca dr,https://researchportal.amu.edu.pl/info/author/UAM6803cdca830e496c8419db30d410ebf5?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJacek%2BKa%25C5%2582u%25C5%25BCny%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM7dc9648218af42a5b9f40d71d58c4163,Łukasz Zielonka,,Zielonka,,,https://researchportal.amu.edu.pl/info/author/UAM7dc9648218af42a5b9f40d71d58c4163?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2B%25C5%2581ukasz%2BZielonka%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM9861,dr Anna Ren-Kurc,dr,Anna,Ren-Kurc,st. wykładowca dr,https://researchportal.amu.edu.pl/info/author/UAM9861?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAnna%2BRen-Kurc%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAMa8e0308a95b34c06b101c6af8619295a,Władysław Orlicz,,Orlicz,,,https://researchportal.amu.edu.pl/info/author/UAMa8e0308a95b34c06b101c6af8619295a?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BW%25C5%2582adys%25C5%2582aw%2BOrlicz%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAMe48633994db2469d8c57866c893f2420,mgr Dominika Grajewska,mgr,Dominika,Grajewska,,https://researchportal.amu.edu.pl/info/author/UAMe48633994db2469d8c57866c893f2420?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BDominika%2BGrajewska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych
UAM125868,mgr Ewa Siekierska,mgr,Ewa,Siekierska,kustosz,https://researchportal.amu.edu.pl/info/author/UAM125868?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BEwa%2BSiekierska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Biblioteka Wydziałowa Wydziału Matematyki i Informatyki; Wydział Matematyki i Informatyki
UAM227370,mgr Antonio Daniel Rodriguez-Magierowski,mgr,Antonio Daniel,Rodriguez-Magierowski,doktorant,https://researchportal.amu.edu.pl/info/author/UAM227370?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAntonio%2BDaniel%2BRodriguez-Magierowski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Szkoła doktorska UAM
UAM229022,mgr Magdalena Sadowska,mgr,Magdalena,Sadowska,kierownik,https://researchportal.amu.edu.pl/info/author/UAM229022?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMagdalena%2BSadowska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Biuro Obsługi Wydziału - Wydział Matematyki i Informatyki; Wydział Matematyki i Informatyki
UAM230390,dr Abhishek Goswami,dr,Abhishek,Goswami,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM230390?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAbhishek%2B%2BGoswami%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki; Wydział Matematyki i Informatyki
UAM6ef322f29b6e4fdd82b76f67d3291394,Ryszard Staruch,,Staruch,,doktorant,https://researchportal.amu.edu.pl/info/author/UAM6ef322f29b6e4fdd82b76f67d3291394?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BRyszard%2BStaruch%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Szkoła doktorska UAM
UAM8faa7d4f4b1d4bffa03eb04f0f58805b,mgr Sylwia Korzyb,mgr,Sylwia,Korzyb,st. bibliotekarz,https://researchportal.amu.edu.pl/info/author/UAM8faa7d4f4b1d4bffa03eb04f0f58805b?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BSylwia%2BKorzyb%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Biblioteka Wydziałowa Wydziału Matematyki i Informatyki; Wydział Matematyki i Informatyki
UAMa83f372c006a4911aab5ba2f9279dce8,Jakub Eichner,,Eichner,,doktorant,https://researchportal.amu.edu.pl/info/author/UAMa83f372c006a4911aab5ba2f9279dce8?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJakub%2BEichner%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Szkoła doktorska UAM
UAMc438f3ba79f6411d9ef8812b869df3bf,Jan Wojciech Nowak,,Nowak,,doktorant,https://researchportal.amu.edu.pl/info/author/UAMc438f3ba79f6411d9ef8812b869df3bf?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJan%2BWojciech%2BNowak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Szkoła doktorska UAM
UAM27393,prof. dr hab. Tomasz Łuczak,prof. dr hab.,Tomasz,Łuczak,profesor,https://researchportal.amu.edu.pl/info/author/UAM27393?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BTomasz%2B%25C5%2581uczak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Matematyki Dyskretnej; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki
UAM118248,prof. UAM dr hab. Tomasz Górecki,prof. UAM dr hab.,Tomasz,Górecki,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM118248?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BTomasz%2BG%25C3%25B3recki%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Statystyki Matematycznej i Analizy Danych; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki
UAM35107,prof. dr hab. Stanisław Gawiejnowicz,prof. dr hab.,Stanisław,Gawiejnowicz,profesor,https://researchportal.amu.edu.pl/info/author/UAM35107?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BStanis%25C5%2582aw%2BGawiejnowicz%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/seam/resource/rest/thumbnail/UAM96e16c53b29c44feb5247526c6379822?option=ORIGINAL_RATIO&width=100&height=200,Pracownia Algorytmiki; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki
UAM35091,prof. UAM dr hab. Mieczysław Cichoń,prof. UAM dr hab.,Mieczysław,Cichoń,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM35091?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMieczys%25C5%2582aw%2BCicho%25C5%2584%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Przestrzeni Funkcyjnych i Równań Różniczkowych; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki
UAM95073,prof. UAM dr hab. Krzysztof Dyczkowski,prof. UAM dr hab.,Krzysztof,Dyczkowski,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM95073?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BKrzysztof%2BDyczkowski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/seam/resource/rest/thumbnail/UAMb47bd317e73e473cb40acb35b00795bc?option=ORIGINAL_RATIO&width=100&height=200,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki
UAM203547,dr Andrzej Wójtowicz,dr,Andrzej,Wójtowicz,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM203547?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAndrzej%2BW%25C3%25B3jtowicz%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/seam/resource/rest/thumbnail/UAM60aaec5a3d524727b13abd5f85d42a08?option=ORIGINAL_RATIO&width=100&height=200,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki
UAM118293,dr inż. Anna Pankowska,dr inż.,Anna,Pankowska,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM118293?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAnna%2BPankowska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki
UAM65674,dr Barbara Kołodziejczak,dr,Barbara,Kołodziejczak,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM65674?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BBarbara%2BKo%25C5%2582odziejczak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl,https://researchportal.amu.edu.pl/seam/resource/rest/thumbnail/UAM917cf4f6ab4848f499b1d15194382c69?option=ORIGINAL_RATIO&width=100&height=200,Pracownia Logiki i Filozofii Informatyki; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki
UAM90597,prof. UAM dr hab. Aneta Sikorska-Nowak,prof. UAM dr hab.,Aneta,Sikorska-Nowak,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM90597?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAneta%2BSikorska-Nowak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Przestrzeni Funkcyjnych i Równań Różniczkowych; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki
